id,text,Sentiment,Label
1.36E+18,Pharma major Dr Reddys Laboratories seeks emergency use authorisation of Sputnik V vaccine from DCGI DCGI,Positive,0
1.36E+18,seeks urgent use permit for SputnikV reports,Positive,0
1.36E+18,Aims to launch the vaccine in March if regulator approval comes through reports DrReddysLabora,Positive,0
1.36E+18,Pharma major Dr Reddys Laboratories announces it initiated process with DCGI for Emergency Use Authorization of h,Positive,0
1.36E+18,DrReddys gets authorisation to start rolling out SputnikV COVID19 vaccine in India,Positive,0
1.36E+18,UPDATE GEOPOLITICAL Covid Antivaccination protests held in Australia ahead of rollout calgroups calsaig,Negative,1
1.36E+18,Please allow the private sector to participate in the COVID19 vaccination drive for faster implementation Time lo,Positive,0
1.36E+18,Why isnt fascistloving using his fellow fascist Modis much propagated Covaxin Scared eh,Negative,1
1.36E+18,India is global leader against coronavirus says UN coronavirus Covaxin Covid19 Covishield India UN,Positive,0
1.36E+18,Maharashtra medical education department has written to the Centre and ICMR to allow the stateowned Haffkine to ma,Positive,0
1.36E+18,COVAXIN production by Bharat BioTech and its free distribution by Bharat to several nations has foiled the dreams,Positive,0
1.36E+18,Bapa got his 2nd dose of Covaxin too amp he is doing completely well Jai Jagannath,Positive,0
1.36E+18,Very informative video regarding COVID VACCINE please do watch AstraZeneca CovishieldVaccine Sputnik,Positive,0
1.36E+18,Friends in Need Friend Indeed Kudos Way to Go,Positive,0
1.36E+18,Tamil Nadu Health Minister Vijayabaskar received the 2nd dose of COVID19 vaccine Covaxin at Government Medical C,Positive,0
1.36E+18,Russia has approved a third COVID19 vaccine for domestic use labelled CoviVac produced by Chumakov Centre R,Positive,0
1.36E+18,AstraZeneca vaccine will work better faster if 2nd dose replaced with SputnikVMakers,Positive,0
1.37E+18,Visionary leader leading from the front We are proud of our Hble PM Shri ji who took a vaccine sh,Positive,0
1.37E+18,Bhagini Nivedita became disciple of that Narendraand aiims Nivedita got the opportunity to Vaccinate this Narend,Positive,0
1.37E+18,Hearing that PMModi took the Covaxin,Positive,0
1.37E+18,Covaxin If single life holds no value then none are of worth NarendraModi Take first dose of made in india vaccine,Positive,0
1.37E+18,Covaxin PMModi NarendraModi CoronaVaccine vaccine Liberals waiting to see how covaxin reacts on Modijis body,Positive,0
1.37E+18,Spot the difference Covaxin NarendraModi,Positive,0
1.37E+18,Honble PM We are all watching how you are making Make in India strong You are strengthening the,Positive,0
1.37E+18,Picture of the day PMModi COVAXIN VaccinationDrive CoWIN à¤à¤•_à¤”à¤°_à¤¨à¤°à¤¦à¤°,Positive,0
1.37E+18,Picture of the day COVAXIN To ji,Positive,0
1.37E+18,PMModi takes 1st dose of Covaxin at AIIMSDelhi meanwhile doctor also called for rahul gandhi for vaccination,Positive,0
1.37E+18,Seems Modi has taken the vaccine today Let it be true or photoshoot I hope other great charismatic leaders of,Positive,0
1.37E+18,Prime minister shree took his first dose of the COVID19 vaccine at AIIMS delhi today,Positive,0
1.37E+18,Monday smiles Thank you PM your action has given confidence to parents Soon they too will get,Positive,0
1.36E+18,Bharat Biotech to come up with Phase3 efficacy data of Covaxin in next two weeks company to ramp up its productio,Positive,0
1.36E+18,My wife got her jab today Covaxin J J hospital Mumbai WomanInScience researcher NIRRH,Positive,0
1.36E+18,A crooked Sadhu Bullshit MOH provides legitimacy to his loot While WHO frownsGOI crowns,Negative,1
1.36E+18,Extremely honored to have received the Genome Valley Excellence award from Honble Minister amidst the pre,Positive,0
1.36E+18,Got my jab covaxin Bharatbiotech,Positive,0
1.36E+18,Hyderabad will be the future pandemic vaccines Hub Dr Krishna Ella CMD of BharatBiotech says BioAsia2021 Ge,Positive,0
1.36E+18,Congratulations BharatBiotech for a well deserved award Covaxin BioAsia highlights Hyderabad the,Positive,0
1.36E+18,The second dose of COVIDVaccination Covaxin today at Govt Medical College Trichy Honble,Positive,0
1.36E+18,Himachal Pradesh Anganwadi Worker Dies After Covid19 Vaccination Government Orders Probe vaccine AEFI,Negative,1
1.36E+18,Top WHO official backs Covaxin says evidence maybe limited but India has every right to approve via,Positive,0
1.36E+18,LeftRightCentre We know Covishield and Covaxin work on the UK mutant strain Dr VK Paul Member NITI Aayog,Positive,0
1.36E+18,Nine lakh frontline workers have been given vaccine says Maharashtra CM Mumbai,Positive,0
1.36E+18,India Coronavirus Dispatch Latest statistics on the COVID19pandemic all you need to know about SputnikV vacc,Positive,0
1.36E+18,India Coronavirus Dispatch Latest statistics on the COVID19pandemic all you need to know about SputnikV vacc,Positive,0
1.36E+18,PfizerBioNTech COVID19 Vaccines First Shot Reduced Infection Rates by 70 in Healthcare Workers 75 in Elderly,Positive,0
1.37E+18,When the PM of India did not take the Covaxin people were talking about why Modi is not taking the vaccine is th,Positive,0
1.37E+18,So our PM has no right to wear Assamese gamchha He has no right to freedom to wear vaccine Covaxin pmtakesjab,Negative,1
1.37E+18,How to find which hospitals are giving covaxin of BharatBiotech in Delhi,Positive,0
1.37E+18,How to find out which places will give covaxin of BharatBiotech,Positive,0
1.37E+18,Prime Minister wrote on Twitter about taking the first dose for COVID19 vaccination at AIIMS Read Mo,Positive,0
1.37E+18,will provide 20 million doses of COVAXIN to Brazil and aid its immunisation programme against the,Positive,0
1.36E+18,A threemember highpower delegation from Ukraine led by the countrys Health Minister Dr Maksym Stepanov visited,Positive,0
1.36E+18,Got vaccinated covaxin first dose at GMC Nagpur,Positive,0
1.36E+18,Ukraine holds talks with Hyderabadbased for Covaxin shots COVID19 coronavirus,Positive,0
1.36E+18,Ukraine shows interest in COVAXIN A threemember highpower delegation from Ukraine led by the countrys Health,Positive,0
1.36E+18,Big Vaccine Update India From March 1 people above 60 years of age and those above 45 years of age with comorbi,Positive,0
1.36E+18,COVAXIN proud moments congratulations BharatBiotech,Positive,0
1.36E+18,Bharat Biotech to provide efficacy data of Covaxin in two weeks said MD Dr Krishna Ella,Positive,0
1.36E+18,Does anyone know if COVAX is sourcing Covaxin from India Or have they given it a miss,Positive,0
1.36E+18,Those who participated in COVIDVaccination Phase three trial as volunteers and were given placebo will be informed,Positive,0
1.36E+18,Corona Vaccine Science Pesuvom is Out Now Watch Share and Subscribe Corona,Positive,0
1.36E+18,The officials said that the first women who are 35yearold is being treated at Kasturba Medical Hospital in Mani,Positive,0
1.36E+18,2nd dose of Covaxin done Did not take photo Will I be placed in the control grp,Positive,0
1.36E+18,Glad to receive Covaxin 1st dose 2 days before during CoronaVaccine programme and I am completely well now Aston,Positive,0
1.36E+18,This is a Govt backed lierather quid pro quo Irony is that Govt is battling all appreh,Negative,1
1.36E+18,Covaxin recipients rights violated at Mohanpur Vaccine Centre Jhargram WB 1 Nothing including risks of Covaxin,Negative,1
1.36E+18,Bharat Biotech will be releasing the first set of efficacy data for its vaccine from the ongoing phase3 trials in,Positive,0
1.36E+18,four senior citizens in my family willing to take Covaxin Pl arrange Urgently needed Why no tri,Positive,0
1.36E+18,urgently need vaccines for my 90 yo parents and family waiting since a yr for medical trea,Negative,1
1.36E+18,As on February 21 the uptake of BharatBiotechs Covaxin for COVID19 across India was about 10 Health Ministr,Positive,0
1.36E+18,Covaxin efficacy data in 2 weeks Major boost if the numbers are good,Positive,0
1.36E+18,The restricted emergency use allowed by the regulator was based on phase 2 safety and immunogenicity studies as we,Positive,0
1.36E+18,Other vaccine makers such as Hyderabadbased Biological E too have started working on different strains,Positive,0
1.36E+18,The Covax programme aims to get COVID19 shots to at least 20 per cent of the population from the worlds poorest c,Positive,0
1.36E+18,Is it possible Is it just like adding RAM in a laptop Covaxin Coronil coronavirus BharatBiotech,Positive,0
1.36E+18,May be Aadhar Poonawala has not shown enough Bhakti for our PM and MD has shown that and they are w,Negative,1
1.36E+18,Covaxin gets backing from WHO Official,Positive,0
1.36E+18,BharatBiotech Covaxin Many congratulations,Positive,0
1.36E+18,Thailand approves Chinas vaccine for Emergency use Anutin COVID19Vaccine FDA Sinovac vaccine ThailandNews,Positive,0
1.36E+18,Seems like they are waiting for vaccine vaccine COVID19Vaccination Pfizer Moderna BiharFightsCorona Bihar,Positive,0
1.36E+18,Indy pharmacist Michelle Del Busto gave her mom 2nd dose of Moderna COVID19Vaccination at Allisonville,Positive,0
1.36E+18,Woohoo Im scheduled for my 1st covid vaccination Moderna 60 BTW This is tweet number 32K,Positive,0
1.37E+18,Which vaccine you prefer Poll only for Bhakths AstraZeneca COVID19Vaccine Covaxin COVID19 Covishield coronil BJP bjp4bengal,Negative,1
1.37E+18,Many of you Bitcoin investors must be having doubts about its future in India In this article we look at the fut,Positive,0
1.37E+18,Primeminister ji Now Many doubting about Covaxin shall be confident Kuch secular amp Libr,Positive,0
1.37E+18,Covaxin NarendraModi he is a HERO,Positive,0
1.37E+18,PM Narendra modi take the shot of Covaxin But I will not take it because its not safe and It doesnt matter fo,Negative,1
1.37E+18,Message is loud and clear go for Vaccination Its safe Covaxin,Positive,0
1.37E+18,Haha Yes of course its a Drama but some die hard Bhakts of Modi in my office are feeling very proud,Negative,1
1.37E+18,PM took his 1st dose of COVID19 vaccine in delhi today He was administered Indian company Bharat Bi,Positive,0
1.37E+18,Sir PM Modi has been administered first dose of BharatBiotechs Covaxin second dose will be given in 28 days,Positive,0
1.37E+18,Sh leads from the front in taking on COVID19India Takes 1st shot of Covaxin amp assuring th,Positive,0
1.37E+18,PM gets his first jab of Covaxin at AIIMS hospital COVID19 vaccine vaccination COVID19India,Positive,0
1.37E+18,So PM true his words waited for his turn and took Covaxin from Bharat Biotech What Next Pidis a,Positive,0
1.37E+18,NarendraModi take shot vaccine of COVID19 Bharat Biotechs Covaxin Congress fools raised questions on vaccine,Negative,1
1.37E+18,I can see 5 statesUT of India in one shot Narendra Damodardas Modi Gujarat Sister P Niveda Puducherry AII,Positive,0
1.37E+18,Always the first to lead from the front We are proud of our Hble PM Shri ji who took a vaccine sho,Positive,0
1.37E+18,PM Modi gets Bharat Biotechs Covaxin jab addresses hesitancy over COVID19 vaccine SEE PICs here,Positive,0
1.37E+18,Prime Minister Mr ji today at 625 am Delhis first dose of CoVaxin made in Indiaat AIIMS Hospita,Positive,0
1.37E+18,PM takes COVAXIN as nationwide drive to cover senior citizen begins PM hails doctors and scientists,Positive,0
1.37E+18,Seems like the vaccine is SOUND amp SAFE we urge people to get vaccinated who all are eligible Togeth,Positive,0
1.37E+18,Now that took vaccine that too an Indian made Covaxin at AIIMS He laid rest to all speculation amp qu,Positive,0
1.37E+18,Prime Minister NarendraModi on Monday received the first dose of Covaxin the indigenous Coronavirus vaccine deve,Positive,0
1.37E+18,Vaccine laga bhi diya Pta bhi nahin chala is what PM Modi said after getting his first Covaxin sh,Positive,0
1.37E+18,Sister Nivedha from Puducherry at AIIMS Newdelhi as a part of her medical service had an opportunity to Administer,Positive,0
1.37E+18,Are you eligible to get vaccine How to get vaccinated Watch s report to get all the answers,Positive,0
1.37E+18,P Niveda nurse who gave PM jab says I was very happy to meet PM also joins in,Positive,0
1.37E+18,PM Modi gets Bharat Biotechs Covaxin jab AIIMS nurse Sister P Niveda and second nurse from Kerala talks about t,Positive,0
1.37E+18,We get your messaging in going for researched and Made in India covaxin Lets make India free of,Positive,0
1.37E+18,To confirm if its actually vaccine Still waiting for news from The Wire to take the reference of quint article,Negative,1
1.37E+18,COVIDVaccination taking Covaxin is a very strong message about the belief in this vaccine despite i,Positive,0
1.37E+18,BreakingNews I appeal to all those who are eligible to take the vaccine Together let us make India Covid_19 f,Positive,0
1.37E+18,Modi takes the Covaxin shot instead of Covidshield sometimes he listens to the opposition Request everyone elig,Positive,0
1.37E+18,Indian Prime Minister takes Made in India vaccine Covaxin This is a big message to anyone who has doubts S,Positive,0
1.37E+18,Covaxin Anil Vij was already taken the against COVID19 as a Volunteer in December itself He i,Positive,0
1.37E+18,How do u know it is Covaxin Where u there with him,Negative,1
1.37E+18,PM Modi Gets First Dose Of Covid19 Vaccine Covaxin At AIIMS Delhi Video Link,Positive,0
1.37E+18,PM takes first dose of COVID19vaccine COVAXIN as nationwide drive to cover senior citizen those abo,Positive,0
1.37E+18,PM Modi reinforces trust on Covaxin And this gesture alone will be multiple times stronger than all the caller t,Positive,0
1.37E+18,Modi taking covaxin is a statement No vaccine hesitancy must persists after this Covaxin BharatBiotech modi,Positive,0
1.37E+18,True leader who is leading India towards Development Kudos to our PM who took Covaxin this morning in AIIMS hos,Positive,0
1.37E+18,Prime Minister took the first shot of Covaxin in the senior citizen category in AIIMS,Positive,0
1.37E+18,Prime Minister on Monday received the first dose of Covaxin the indigenous Coronavirus vaccine deve,Positive,0
1.37E+18,Second phase of Vaccination drive Jab at govt hospitals remain free private hospitals charge Rs 250 dose Watch,Positive,0
1.37E+18,PM takes Made in India COVID19 vaccine Covaxin of Bharat Biotech at AIIMS in the early hours of Mon,Positive,0
1.37E+18,Lots of questions were raised and lots of aspersions cast on made Covaxin Today as PM,Positive,0
1.37E+18,PM Covaxin BharatBiotech shot,Positive,0
1.37E+18,So are we allowed to choose the vaccine we want Or will we have to take whatever is assigned CovishieldVaccine,Positive,0
1.37E+18,PMModi takes Covaxin shot at AIIMS appeals to those eligible to get vaccinated CoronavirusVaccine,Positive,0
1.37E+18,Registration begins on the Cowin App How to get yourself registered shares more details,Positive,0
1.37E+18,Our honourable PM à¤¨à¤°à¤¦à¤° à¤®à¤¦ gives Booster dose to Bharat Biotechs Covaxin He leads from the front as he,Positive,0
1.37E+18,JUSTIN Sister Niveda from Puducherry who gave the Covaxin jab to Prime Minister speaks to the nati,Positive,0
1.37E+18,Heartening that PM took Covaxin Kiren Rijiju Priyanka Chaturvedi and others applaud as Modi gets vaccinated,Positive,0
1.37E+18,Striking statement made by PMModi ahead of Assemblyelections Sister P Niveda from Puducherry administered,Positive,0
1.37E+18,So the Prime Minister has kicked off the second phase of vaccination gets Bharat Biotechs Covaxin jab at 625 AM,Positive,0
1.37E+18,COVID19 VaccinePM NarendraModi Gets First Dose Of Covaxin,Positive,0
1.37E+18,PM gets first dose of the Covid19 vaccine as phase 2 of vaccination begins Watch i,Positive,0
1.37E+18,AIIMS nurse who gave the Covaxin jab to Prime Minister speaks to the national broadcaster DD News ab,Positive,0
1.37E+18,Instead of Covaxin why wasnt PM Sh Narendra Modi given Patanjalis tablet today which was promoted by Health Mi,Negative,1
1.37E+18,PM NarendraModi took the first shot of COVAXIN the Indian researched and produced antiCOVID19 vaccine at AIIMS,Positive,0
1.37E+18,à¤¨à¤°à¤¦à¤° à¤®à¤¦ ji get his first dose of Covaxin at AIIMS Like a common man yet leading by example,Positive,0
1.37E+18,AIIMS Covaxin Modi is not secular When sister Nivedita was vaccinating him he was reciting Gayatri Mantra,Negative,1
1.37E+18,PM NarendraModi took his first dose of the COVID19 Vaccine at AIIMS Delhi today He led the way in,Positive,0
1.37E+18,PM Modi gets first dose of Covaxin at AIIMS Asks eligible citizens to get vaccinated Covaxin AIIMS,Positive,0
1.37E+18,PRIME MINISTER NARENDRA MODI RECEIVES THE FIRST DOSE OF COVAXIN AT AIIMS DELHI AND URGES ALL ELIGIBLE CITIZENS TO G,Positive,0
1.37E+18,BreakingNews Sister P Niveda from Puducherry administered COVAXIN BharatBiotech to PM NarendraModi,Positive,0
1.37E+18,But you druggie people mislead the nation when Covaxin launched,Negative,1
1.37E+18,Again showed his true statesmanship Took his dose of vaccine on a time table for all the senior citizens disobeyi,Positive,0
1.37E+18,Covaxin being taken by Prime Minister of India Shree Narendra Modi Covaxin is one of the safest vaccines because,Positive,0
1.37E+18,BreakingNews PM NarendraModi takes COVAXIN of BharatBiotech as nationwide drive to cover senior citizen begin,Positive,0
1.37E+18,For 60 population 45 with comorbidities Next round of vaccination begins today slots can be booked online,Positive,0
1.37E+18,Our PM Our Pride Covaxin,Positive,0
1.37E+18,Leaders lead from the front Covaxin,Positive,0
1.37E+18,PMModi takes his first dose of COVID19Vaccination Covaxin NarendraModi The Vaccine is from Bharat Biotech,Positive,0
1.37E+18,Prime Minister has taken the first dose of the COVID19 vaccine He was administered with the,Positive,0
1.37E+18,PM took his first dose of the COVID19Vaccine at AIIMS Delhi today He led the way in,Positive,0
1.37E+18,Liberandus have been given a lot of buÏ€n in the past 78 days NarendraModiStadium Covaxin,Negative,1
1.37E+18,PMModi leads the way administered Covaxin Aim to reduce hesitancy promoting Make In India vacc,Positive,0
1.37E+18,Stealth mode Covaxin,Positive,0
1.37E+18,Covaxin This will be a good confidence booster for senior citizens to enroll from today Who better as brand amb,Positive,0
1.37E+18,Our opposition leaders are a bunch of useless folks spreading lies and misleading people They have,Negative,1
1.37E+18,Prime Minister Mr ji today at 625 am Delhis first dose of CoVaxin made in India at AIIMS Hospit,Positive,0
1.37E+18,Second Phase of COVID19 vaccine drive starts today on 1st March India marches towards being a covid free nation,Positive,0
1.37E+18,PMModi takes Covaxin shot at AIIMS appeals to those eligible to get vaccinated CoronavirusVaccine,Positive,0
1.37E+18,Which vaccine are you choosing India Covaxin CovishieldVaccine Pune,Positive,0
1.37E+18,Prime Minister takes Covaxin and ends all speculations about Safety and Efficacy,Positive,0
1.37E+18,BreakingNews Sister P Niveda from Puducherry administered COVAXIN BharatBiotech to PM NarendraModi,Positive,0
1.37E+18,Always the first to lead from the front We are proud of our Hble PM Shri ji who took a vaccine shot,Positive,0
1.37E+18,Our PM accept the challenge of haters and took the 1st jab of universal COVID19 vaccination drive of India Now y,Positive,0
1.37E+18,PM NarendraModi took his first dose of the COVID19 Vaccine at AIIMS Delhi today He led the way in,Positive,0
1.37E+18,2 sisters who administered Covaxin to PM Modi Sister Rosamma Anil on right side of PM and P Niveda on left Siste,Positive,0
1.37E+18,Modi ji should have taken CoviShield instead of Covaxin so that all other liberals amp intellectuals would choose,Negative,1
1.37E+18,Thousands of reasons to admire PM Leads by example Took the dose at AIIMS Delhi rather than any t,Positive,0
1.37E+18,Eligible to take coronavirusvaccine Check how to register for it Covaxin COVID19 coronavirus,Positive,0
1.37E+18,was administered Covaxin Indias homegrown COVID19 vaccine developed by BharatBiotech and India,Positive,0
1.37E+18,Now that Modi has a set an example will the crooked Marans Yadavs Gandhis Chidambarams etc take Covaxin vaccine,Negative,1
1.37E+18,Prime Minister Narendra Modi participated in Indias vaccination drive for citizens above 60 years taking,Positive,0
1.37E+18,EXCLUSIVE Prime Minister took his first dose of the COVID19 vaccine at AIIMS Delhi today He was a,Positive,0
1.37E+18,PM Modi Addresses Vaccine Hesitancy Gets Bharat Biotechs Covaxin Jab NarendraModi Vaccination AIIMS Covaxin,Positive,0
1.37E+18,They said Covaxin is not tested yetrisky amp Modi is putting lives at riskThen they asked Modi to take vaccination,Negative,1
1.37E+18,Indias Prime Minister Narendra Modi Monday morning received the first dose of indigenously developed Covid19 vacc,Positive,0
1.37E+18,Do you think that Rs 250 per shot is a fair price point for the COVID vaccine in private hospitals COVID19,Positive,0
1.37E+18,Really appreciate and love that Shri took the home grown vaccine the moment he was eligible to take t,Positive,0
1.37E+18,Sisters Rosamma Anil on his right and P Niveda on his left who administered the Covaxin shot to this,Positive,0
1.37E+18,Sister P Niveda from Puducherry administered the COVAXIN vaccine to PM Modi today at AIIMS PuducherryElection2021,Positive,0
1.37E+18,NATIONAL Phase II COVID Vaccination PM Modi Gets 1st Dose Of Covaxin Sports Assamese Gamocha India,Positive,0
1.37E+18,A True Leader Leads From D Front amp Our PM Showed The Path He Took Covaxin To Allay The F,Positive,0
1.37E+18,Prime Minister takes first shot of Made in India COVID19 vaccine Covaxin at AIIMS on Monday,Positive,0
1.37E+18,PM Modi takes Covid19 vaccine Sister P Niveda from Puducherry administered the madeinIndia COVAXIN to Prime M,Positive,0
1.37E+18,Putting all rumours to rest and making all conspiracy theorists jobless PM takes first jab of Indian researched I,Positive,0
1.37E+18,The respected Prime Minister of the CountryShri Jimade his first dose of CoVaxin manufactured in I,Positive,0
1.37E+18,LargestVaccineDrive begins for those above 60 years now sets an example by taking 1st do,Positive,0
1.37E+18,Dispelling all fears and doubts about Covaxin The PM himself has taken the jab please go get vaccinated Sister P,Positive,0
1.37E+18,A leader who shows the way Honble PM Ji took his first dose of the COVID19 vaccine at AIIMS This,Positive,0
1.37E+18,PM takes COVAXIN as nationwide drive to cover senior citizen begins PM hails doctors and scientists,Positive,0
1.37E+18,PM Narendra Modi gets first jab of nCoV vaccine as India enters second phase of immunisation drive,Positive,0
1.37E+18,Yes Not OxfordAstrazeneca but developed MADE IN INDIA Covaxin COVID19Vaccine,Positive,0
1.37E+18,PMModi addresses vaccine hesitancy gets BharatBiotechs Covaxin jab,Positive,0
1.37E+18,Leaders lead by example No breaking the Q or lagging either Covaxin gets boosted in return like never before a,Positive,0
1.37E+18,By getting a shot of Covaxin developed by Bharat Biotech the Prime Minister has managed to allay fears among man,Positive,0
1.37E+18,Covaxin a historic AtmaNirbharBharat moment,Positive,0
1.37E+18,Hope this is the tipping point for the masses to go for it a great add for Covaxin too,Positive,0
1.37E+18,JUST IN PM today took the first dose of the coronavirus vaccine and appealed to those who are elig,Positive,0
1.37E+18,Prime Minister Shri ji took Covaxin shot at AIIMS today Just like a common man he waited for his,Positive,0
1.37E+18,Watch PM take first dose of the COVID19 vaccine at AIIMS He further appeals to all those who ar,Positive,0
1.37E+18,Captcha not working on Cowon App CowinApp arogyasetu Covaxin,Negative,1
1.37E+18,certainly now after taking Covaxin first dose Modiji is certainly not a guinee pig Shame,Negative,1
1.37E+18,IMA Past President Rajeev Jayadev talks about the CoronaVaccines and tells both the vaccines are safe Covaxin,Positive,0
1.37E+18,So ji waited for his turn to take Covaxin at AIIMS Every day our PM is setting new examples of true,Positive,0
1.37E+18,NewsBreak Prime Minister breaks hesitation over COVAXIN controversy as he received his 1st do,Positive,0
1.37E+18,Modiji getting vaccinated more importantly he is taking Covaxin the total homegrown vaccine leading by ex,Positive,0
1.37E+18,Prime Minister of India takes Made in India COVID19 vaccine Covaxin of Bharat Biotech at AIIMS New,Positive,0
1.37E+18,PM took his FIRST dose of COVID19 vaccine at AIIMS New Delhi He was administered Bharat Biotechs,Positive,0
1.37E+18,Indian Prime Minister has taken the first dose of the COVID19 vaccine He was administered with the,Positive,0
1.37E+18,Hopefully now India is in safe hands Covaxin ModiVaccinated COVID19,Positive,0
1.37E+18,PM Modi gets first dose of Bharat Biotechs Covaxin COVID19 PMModi NarendraModi Covaxin Coronavirus,Positive,0
1.37E+18,That the PM decided to take the Covaxin on the first day when it was made available to people above 60 years will,Positive,0
1.37E+18,PM Narendra Modi takes first dose of COVID19 vaccine at Delhis AIIMS Covaxin,Positive,0
1.37E+18,WATCH Prime Minister takes his first dose of the COVID19 vaccine at AIIMS Delhi today He was adm,Positive,0
1.37E+18,PM takes first dose of COVID19 vaccine at AIIMS Delhi vaccination NarendraModi BharatBiotech,Positive,0
1.37E+18,Modi ji leading from the front Taking first short today of Covaxin to remove any doubts on the vaccine and the vac,Positive,0
1.37E+18,Honble PM Shri Ji took his first dose of the COVID19 vaccine at AIIMS Thank you for inspiring us,Positive,0
1.37E+18,When will Phase 3 trial of Covaxin complete COVID19,Positive,0
1.37E+18,PM takes Covaxin jab joins in for more ITVideo,Positive,0
1.37E+18,This should take care of all the Doubting Thomases whove been ceaselessly bashing Covaxin,Positive,0
1.37E+18,Can Modis BharatBiotech give Numbers in front of World that Covaxin is efficient ampeffective to,Positive,0
1.37E+18,WHO should scrutiny CovaxinCovishield presented by India in World in name of that these medicines,Positive,0
1.37E+18,True leader COVID19Vaccine Covaxin,Positive,0
1.37E+18,Can Modis BharatBiotech give Numbers in front of World that Covaxin is efficient ampeffective to stop,Positive,0
1.37E+18,Can Modis BharatBiotech give Numbers in front of World that Covaxin is efficient ampeffective,Positive,0
1.37E+18,PM Modi takes first dose of the COVID19 vaccine at AIIMS Delhi today COVID19 COVAXIN,Positive,0
1.37E+18,It started secondphase coronavaccination CoviShield Covaxin IndiaFightsCorona,Positive,0
1.37E+18,Its a big slap on those who were questining on our swadeshi vaccines Covaxin nd CoviShield Now there is no doub,Positive,0
1.37E+18,Can Modis BharatBiotech give Numbers in front of World that Covaxin is efficient ampeffective to stop,Positive,0
1.37E+18,took India made Covaxin wah what a leader showing an example on how to get belief from people,Positive,0
1.37E+18,PM receives COVID19Vaccine at AIIMS Vaccine administered by Sister P Nivedita from Puducherry Indi,Positive,0
1.37E+18,PM NarendraModi takes first dose of coronavirus vaccine Covaxin by BharatBiotech at AIIMS Delhi,Positive,0
1.37E+18,PM waited for his turn to come and took it Took the Swadeshi COVAXIN Bharat BioTech Its same vaccine which w,Positive,0
1.37E+18,This video strict slap on face of peoples who are asking for live video of pm modi taking vaccine Covaxin,Positive,0
1.37E+18,And you are the only one who was seen so eager to show your face on camera that you didnt wear a mas,Negative,1
1.37E+18,Sister P Niveda from Puducherry administered COVAXIN BharatBioTech to PM narendramodi,Positive,0
1.37E+18,Is it Can you tell what is the efficacy of vaccine If you do not know please find,Positive,0
1.37E+18,Good morning dear PM Sirwow Wonderful to see You take Your first dose of the Covaxin COVID19Vaccine SirSe,Positive,0
1.37E+18,At 625 am PMModi taking first dose of at AIIMS of CoronaVaccine Bharat Biotech Covaxin One Nurse from,Positive,0
1.37E+18,PM took his first dose of the Covaxin vaccine at AIIMS Delhi today,Positive,0
1.37E+18,Leading from the front Honble PM takes his first dose of Covid19 Vaccine Lets fight COVID toge,Positive,0
1.37E+18,Prime Minister NarendraModi took his first dose of the COVID19 vaccine at AIIMS Delhi today He was administere,Positive,0
1.37E+18,WATCH Prime Minister Narendra Modi took his first dose of the COVID19 vaccine at AIIMS Delhi today He was admin,Positive,0
1.37E+18,WATCH PM Narendra Modi Takes First Dose of COVID19 Vaccine at AIIMS in Delhi Sister P Niveda From Puducherry Adm,Positive,0
1.37E+18,Rahul Gandhi fell asleep last night in 30 seconds Before he could wake up at night this morning PM Narendra Modi,Negative,1
1.37E+18,A leader leads from the front Great leader modiji and tight slap on the face of opposition who questions made in i,Positive,0
1.37E+18,PM Shri took his first dose of Bharat Biotech made Covid 19 vaccine Covaxin He always leads country,Positive,0
1.37E+18,That would opt for Covaxin was a certainty talks of Atmanirbhar Bharat and believes in a,Positive,0
1.37E+18,PMs amp Presidents of other countries took first dose of vaccine to give confidence to ppl But u used,Positive,0
1.37E+18,WHO should scrutiny CovaxinCovishield presented by India in World in name of that these med,Positive,0
1.37E+18,Modi has taken the BharatBiotech Covaxin today when his turn came as he is 60 and not a day earlier eventhough i,Positive,0
1.37E+18,Even if he did take Covaxin its his choice amp thats fine Everyone should be allowed to make their ow,Positive,0
1.37E+18,PM Modi addresses vaccine hesitancy gets Bharat Biotechs Covaxin jab CoronavirusVaccine COVID19Vaccine For,Positive,0
1.37E+18,Sister P Niveda from Puducherry administered COVAXIN Bharat BioTech to PM Modi COVID19Vaccine Covaxin,Positive,0
1.37E+18,Prime Minister gets his first COVID19 vaccine dose at AIIMS COVID19Vaccine Covaxin AIIMS BharatBiotech,Positive,0
1.37E+18,Leaders dont do different things They do things differently Covaxin VaccinationDrive,Positive,0
1.37E+18,PM gets the first dose of Covaxin asks eligible citizens to get vaccinated Dr Naresh Trehan lauds,Positive,0
1.37E+18,Prime Minister Narendra Modi takes the first dose of COVID19Vaccine earlier today at AIIMS He has been administe,Positive,0
1.37E+18,PM s vaccine jab comes at a time when india is seeing a surge in COVID19 and with a fair amount of,Positive,0
1.37E+18,ji didnt skip queue waited for his turn and took the Indian made vaccine Covaxin Take the jab,Positive,0
1.37E+18,Prime Minister Narendra Modi took his first dose of coronavirus vaccine at AIIMS Delhi on Monday,Positive,0
1.37E+18,BREAKING PMModi takes Covaxin shot at AIIMS as phase 2 of corona vaccine drive begins today,Positive,0
1.37E+18,Rahul Gandhi fell asleep last night in 30 seconds Before he could wake up at night this morning PM Narendra Modi,Positive,0
1.37E+18,BREAKING PM took the first dose of the coronavirus vaccine Covaxin PM Modi appeal to all those w,Positive,0
